code,city_code,name,yomi,prefecture_code,subprefecture_code,county_code,valid_from,valid_to
03462_initial,03462,宮守村,みやもりむら,03,,03012,,2005-10-01
03481_initial,03481,田老町,たろうちょう,03,,03009,,2005-06-06
03482_initial,03482,山田町,やまだまち,03,03001,03009,,
03483_initial,03483,岩泉町,いわいずみちょう,03,03001,03009,,
03484_initial,03484,田野畑村,たのはたむら,03,03001,03009,,
03485_initial,03485,普代村,ふだいむら,03,03003,03009,,
03486_initial,03486,新里村,にいさとむら,03,,03009,,2005-06-06
03487_initial,03487,川井村,かわいむら,03,,03009,,2010-01-01
03501_initial,03501,軽米町,かるまいまち,03,03003,03006,,
03502_initial,03502,種市町,たねいちまち,03,,03006,,2006-01-01
03503_initial,03503,野田村,のだむら,03,03003,03006,,
03504_initial,03504,山形村,やまがたむら,03,,03006,,2006-03-06
03505_initial,03505,大野村,おおのむら,03,,03006,,2006-01-01
03506_initial,03506,九戸村,くのへむら,03,03003,03006,,
03507_20060101,03507,洋野町,ひろのちょう,03,03003,03006,2006-01-01,
03521_initial,03521,浄法寺町,じょうぼうじまち,03,,03002,,2006-01-01
03522_initial,03522,福岡町,ふくおかまち,03,,03002,,1972-04-01
03523_initial,03523,安代町,あしろちょう,03,,03002,,2002-04-01
03524_initial,03524,一戸町,いちのへまち,03,03003,03002,,
03525_initial,03525,金田一村,きんたいちむら,03,,03002,,1972-04-01
04201_19871101,04201,仙台市,せんだいし,04,,,1987-11-01,1988-03-01
04201_19880301,04201,仙台市,せんだいし,04,,,1988-03-01,
04201_initial,04201,仙台市,せんだいし,04,,,,1987-11-01
04202_20050401,04202,石巻市,いしのまきし,04,04006,,2005-04-01,
04202_initial,04202,石巻市,いしのまきし,04,04006,,,2005-04-01
04203_initial,04203,塩竈市,しおがまし,04,04002,,,
04204_initial,04204,古川市,ふるかわし,04,,,,2006-03-31
04205_20060331,04205,気仙沼市,けせんぬまし,04,04007,,2006-03-31,2009-09-01
04205_20090901,04205,気仙沼市,けせんぬまし,04,04007,,2009-09-01,
04205_initial,04205,気仙沼市,けせんぬまし,04,04007,,,2006-03-31
04206_initial,04206,白石市,しろいしし,04,04001,,,
04207_initial,04207,名取市,なとりし,04,04002,,,
04208_initial,04208,角田市,かくだし,04,04001,,,
04209_19711101,04209,多賀城市,たがじょうし,04,04002,,1971-11-01,
04210_19711101,04210,泉市,いずみし,04,04006,,1971-11-01,1988-03-01
04211_19711101,04211,岩沼市,いわぬまし,04,04002,,1971-11-01,
04212_20050401,04212,登米市,とめし,04,04003,,2005-04-01,
04213_20050401,04213,栗原市,くりはらし,04,04003,,2005-04-01,
04214_20050401,04214,東松島市,ひがしまつしまし,04,04006,,2005-04-01,
04215_20060331,04215,大崎市,おおさきし,04,04002,,2006-03-31,
04216_20161010,04216,富谷市,とみやし,04,04002,,2016-10-10,
04301_initial,04301,蔵王町,ざおうまち,04,04001,04016,,
04302_initial,04302,七ヶ宿町,しちかしゅくまち,04,04001,04016,,
04321_initial,04321,大河原町,おおがわらまち,04,04001,04017,,
04322_initial,04322,村田町,むらたまち,04,04001,04017,,
04323_initial,04323,柴田町,しばたまち,04,04001,04017,,
04324_initial,04324,川崎町,かわさきまち,04,04001,04017,,
04341_initial,04341,丸森町,まるもりまち,04,04001,04015,,
04361_initial,04361,亘理町,わたりちょう,04,04002,04014,,
04362_initial,04362,山元町,やまもとちょう,04,04002,04014,,
04381_initial,04381,岩沼町,いわぬままち,04,,04010,,1971-11-01
04382_initial,04382,秋保町,あきうまち,04,,04010,,1988-03-01
04401_initial,04401,松島町,まつしままち,04,04002,04009,,
04402_initial,04402,多賀城町,たがじょうまち,04,,04009,,1971-11-01
04403_initial,04403,泉町,いずみまち,04,,04009,,1971-11-01
04404_initial,04404,七ヶ浜町,しちがはままち,04,04002,04009,,
04405_initial,04405,宮城町,みやぎまち,04,,04009,,1987-11-01
04406_initial,04406,利府町,りふちょう,04,04002,04009,,
04421_initial,04421,大和町,たいわちょう,04,04002,04012,,
04422_initial,04422,大郷町,おおさとちょう,04,04002,04012,,
04423_initial,04423,富谷町,とみやまち,04,,04012,,2016-10-10
04424_initial,04424,大衡村,おおひらむら,04,04002,04012,,
04441_initial,04441,中新田町,なかにいだまち,04,,04007,,2003-04-01
04442_initial,04442,小野田町,おのだまち,04,,04007,,2003-04-01
04443_initial,04443,宮崎町,みやざきちょう,04,,04007,,2003-04-01
04444_19780401,04444,色麻町,しかまちょう,04,04003,04007,1978-04-01,
04444_initial,04444,色麻村,しかまむら,04,04003,04007,,1978-04-01
04445_20030401,04445,加美町,かみまち,04,04003,04007,2003-04-01,
04461_initial,04461,松山町,まつやままち,04,,04011,,2006-03-31
04462_initial,04462,三本木町,さんぼんぎちょう,04,,04011,,2006-03-31
04463_initial,04463,鹿島台町,かしまだいまち,04,,04011,,2006-03-31
04481_initial,04481,岩出山町,いわでやままち,04,,04013,,2006-03-31
04482_initial,04482,鳴子町,なるこちょう,04,,04013,,2006-03-31
04501_initial,04501,涌谷町,わくやちょう,04,04003,04006,,
04502_initial,04502,田尻町,たじりちょう,04,,04006,,2006-03-31
04503_initial,04503,小牛田町,こごたちょう,04,,04006,,2006-01-01
04504_initial,04504,南郷町,なんごうちょう,04,,04006,,2006-01-01
04505_20060101,04505,美里町,みさとまち,04,04003,04006,2006-01-01,
04521_initial,04521,築館町,つきだてちょう,04,,04003,,2005-04-01
04522_initial,04522,若柳町,わかやなぎちょう,04,,04003,,2005-04-01
04523_initial,04523,栗駒町,くりこままち,04,,04003,,2005-04-01
04524_initial,04524,高清水町,たかしみずまち,04,,04003,,2005-04-01
04525_initial,04525,一迫町,いちはさまちょう,04,,04003,,2005-04-01
04526_initial,04526,瀬峰町,せみねちょう,04,,04003,,2005-04-01
04527_initial,04527,鶯沢町,うぐいすざわちょう,04,,04003,,2005-04-01
04528_initial,04528,金成町,かんなりちょう,04,,04003,,2005-04-01
04529_initial,04529,志波姫町,しわひめちょう,04,,04003,,2005-04-01
04530_initial,04530,花山村,はなやまむら,04,,04003,,2005-04-01
04541_initial,04541,迫町,はさまちょう,04,,04004,,2005-04-01
04542_initial,04542,登米町,とよままち,04,,04004,,2005-04-01
04543_initial,04543,東和町,とうわちょう,04,,04004,,2005-04-01
04544_initial,04544,中田町,なかだちょう,04,,04004,,2005-04-01
04545_initial,04545,豊里町,とよさとちょう,04,,04004,,2005-04-01
04546_initial,04546,米山町,よねやまちょう,04,,04004,,2005-04-01
04547_initial,04547,石越町,いしこしまち,04,,04004,,2005-04-01
04548_initial,04548,南方町,みなみかたまち,04,,04004,,2005-04-01
04561_initial,04561,河北町,かほくちょう,04,,04008,,2005-04-01
04562_initial,04562,矢本町,やもとちょう,04,,04008,,2005-04-01
04563_initial,04563,雄勝町,おがつちょう,04,,04008,,2005-04-01
04564_initial,04564,河南町,かなんちょう,04,,04008,,2005-04-01
04565_initial,04565,桃生町,ものうちょう,04,,04008,,2005-04-01
04566_initial,04566,鳴瀬町,なるせちょう,04,,04008,,2005-04-01
04567_initial,04567,北上町,きたかみまち,04,,04008,,2005-04-01
04581_initial,04581,女川町,おながわちょう,04,04006,04001,,
04582_initial,04582,牡鹿町,おしかちょう,04,,04001,,2005-04-01
04601_initial,04601,志津川町,しづがわちょう,04,,04002,,2005-10-01
04602_initial,04602,津山町,つやまちょう,04,,04002,,2005-04-01
04603_initial,04603,本吉町,もとよしちょう,04,,04002,,2009-09-01
04604_initial,04604,唐桑町,からくわちょう,04,,04002,,2006-03-31
04605_initial,04605,歌津町,うたつちょう,04,,04002,,2005-10-01
04606_20051001,04606,南三陸町,みなみさんりくちょう,04,04007,04002,2005-10-01,
05201_20050111,05201,秋田市,あきたし,05,,,2005-01-11,
05201_initial,05201,秋田市,あきたし,05,,,,2005-01-11
05202_20060321,05202,能代市,のしろし,05,,,2006-03-21,
05202_initial,05202,能代市,のしろし,05,,,,2006-03-21
05203_20051001,05203,横手市,よこてし,05,,,2005-10-01,
05203_initial,05203,横手市,よこてし,05,,,,2005-10-01
05204_20050620,05204,大館市,おおだてし,05,,,2005-06-20,
05204_initial,05204,大館市,おおだてし,05,,,,2005-06-20
05205_initial,05205,本荘市,ほんじょうし,05,,,,2005-03-22
05206_20050322,05206,男鹿市,おがし,05,,,2005-03-22,
05206_initial,05206,男鹿市,おがし,05,,,,2005-03-22
05207_20050322,05207,湯沢市,ゆざわし,05,,,2005-03-22,
05207_initial,05207,湯沢市,ゆざわし,05,,,,2005-03-22
05208_initial,05208,大曲市,おおまがりし,05,,,,2005-03-22
05209_19720401,05209,鹿角市,かづのし,05,,,1972-04-01,
05210_20050322,05210,由利本荘市,ゆりほんじょうし,05,,,2005-03-22,
05211_20050322,05211,潟上市,かたがみし,05,,,2005-03-22,
05212_20050322,05212,大仙市,だいせんし,05,,,2005-03-22,
05213_20050322,05213,北秋田市,きたあきたし,05,,,2005-03-22,
05214_20051001,05214,にかほ市,にかほし,05,,,2005-10-01,
05215_20050920,05215,仙北市,せんぼくし,05,,,2005-09-20,
05301_initial,05301,花輪町,はなわまち,05,,05005,,1972-04-01
05302_initial,05302,十和田町,とわだまち,05,,05005,,1972-04-01
05303_initial,05303,小坂町,こさかまち,05,,05005,,
05304_initial,05304,尾去沢町,おさりざわまち,05,,05005,,1972-04-01
05305_initial,05305,八幡平村,はちまんたいむら,05,,05005,,1972-04-01
05321_initial,05321,鷹巣町,たかのすまち,05,,05008,,2005-03-22
05322_initial,05322,比内町,ひないまち,05,,05008,,2005-06-20
05323_initial,05323,森吉町,もりよしまち,05,,05008,,2005-03-22
05324_initial,05324,阿仁町,あにまち,05,,05008,,2005-03-22
05325_initial,05325,田代町,たしろまち,05,,05008,,2005-06-20
05326_initial,05326,合川町,あいかわまち,05,,05008,,2005-03-22
05327_initial,05327,上小阿仁村,かみこあにむら,05,,05008,,
05341_initial,05341,琴丘町,ことおかまち,05,,05007,,2006-03-20
05342_initial,05342,二ツ井町,ふたついまち,05,,05007,,2006-03-21
05343_initial,05343,八森町,はちもりまち,05,,05007,,2006-03-27
05344_initial,05344,山本町,やまもとまち,05,,05007,,2006-03-20
05345_initial,05345,八竜町,はちりゅうまち,05,,05007,,2006-03-20
05346_initial,05346,藤里町,ふじさとまち,05,,05007,,
05347_initial,05347,峰浜村,みねはまむら,05,,05007,,2006-03-27
05348_20060320,05348,三種町,みたねちょう,05,,05007,2006-03-20,
05349_20060327,05349,八峰町,はっぽうちょう,05,,05007,2006-03-27,
05361_initial,05361,五城目町,ごじょうめまち,05,,05001,,
05362_initial,05362,昭和町,しょうわまち,05,,05001,,2005-03-22
05363_initial,05363,八郎潟町,はちろうがたまち,05,,05001,,
05364_initial,05364,飯田川町,いいたがわまち,05,,05001,,2005-03-22
05365_initial,05365,天王町,てんのうまち,05,,05001,,2005-03-22
05366_19740601,05366,井川町,いかわまち,05,,05001,1974-06-01,
05366_initial,05366,井川村,いかわむら,05,,05001,,1974-06-01
05367_initial,05367,琴浜村,ことはまむら,05,,05001,,2005-03-22
05368_initial,05368,大潟村,おおがたむら,05,,05001,,
05381_initial,05381,河辺町,かわべまち,05,,05006,,2005-01-11
05382_19720401,05382,雄和町,ゆうわまち,05,,05006,1972-04-01,2005-01-11
05382_initial,05382,雄和村,ゆうわむら,05,,05006,,1972-04-01
05401_initial,05401,仁賀保町,にかほまち,05,,05003,,2005-10-01
05402_initial,05402,金浦町,このうらまち,05,,05003,,2005-10-01
05403_initial,05403,象潟町,きさかたまち,05,,05003,,2005-10-01
05404_initial,05404,矢島町,やしままち,05,,05003,,2005-03-22
05405_initial,05405,岩城町,いわきまち,05,,05003,,2005-03-22
05406_initial,05406,由利町,ゆりまち,05,,05003,,2005-03-22
05407_19750901,05407,西目町,にしめまち,05,,05003,1975-09-01,2005-03-22
05407_initial,05407,西目村,にしめむら,05,,05003,,1975-09-01
05408_19801101,05408,鳥海町,ちょうかいまち,05,,05003,1980-11-01,2005-03-22
05408_initial,05408,鳥海村,ちょうかいむら,05,,05003,,1980-11-01
05409_19740401,05409,東由利町,ひがしゆりまち,05,,05003,1974-04-01,2005-03-22
05409_initial,05409,東由利村,ひがしゆりむら,05,,05003,,1974-04-01
05410_initial,05410,大内町,おおうちまち,05,,05003,,2005-03-22
05421_initial,05421,神岡町,かみおかまち,05,,05004,,2005-03-22
05422_initial,05422,西仙北町,にしせんぼくまち,05,,05004,,2005-03-22
05423_initial,05423,角館町,かくのだてまち,05,,05004,,2005-09-20
05424_initial,05424,六郷町,ろくごうまち,05,,05004,,2004-11-01
05425_initial,05425,中仙町,なかせんまち,05,,05004,,2005-03-22
05426_initial,05426,田沢湖町,たざわこまち,05,,05004,,2005-09-20
05427_initial,05427,協和町,きょうわまち,05,,05004,,2005-03-22
05428_initial,05428,南外村,なんがいむら,05,,05004,,2005-03-22
05429_19740401,05429,仙北町,せんぼくまち,05,,05004,1974-04-01,2005-03-22
05429_initial,05429,仙北村,せんぼくむら,05,,05004,,1974-04-01
05430_initial,05430,西木村,にしきむら,05,,05004,,2005-09-20
05431_initial,05431,太田町,おおたまち,05,,05004,,2005-03-22
05432_19860301,05432,千畑町,せんはたまち,05,,05004,1986-03-01,2004-11-01
05432_initial,05432,千畑村,せんはたむら,05,,05004,,1986-03-01
05433_initial,05433,仙南村,せんなんむら,05,,05004,,2004-11-01
05434_20041101,05434,美郷町,みさとちょう,05,,05004,2004-11-01,
05441_initial,05441,増田町,ますだまち,05,,05002,,2005-10-01
05442_initial,05442,平鹿町,ひらかまち,05,,05002,,2005-10-01
05443_initial,05443,雄物川町,おものがわまち,05,,05002,,2005-10-01
05444_initial,05444,大森町,おおもりまち,05,,05002,,2005-10-01
05445_initial,05445,十文字町,じゅうもんじまち,05,,05002,,2005-10-01
05446_initial,05446,山内村,さんないむら,05,,05002,,2005-10-01
05447_initial,05447,大雄村,たいゆうむら,05,,05002,,2005-10-01
05461_initial,05461,稲川町,いなかわまち,05,,05009,,2005-03-22
05462_initial,05462,雄勝町,おがちまち,05,,05009,,2005-03-22
05463_initial,05463,羽後町,うごまち,05,,05009,,
05464_initial,05464,東成瀬村,ひがしなるせむら,05,,05009,,
05465_initial,05465,皆瀬村,みなせむら,05,,05009,,2005-03-22
06201_initial,06201,山形市,やまがたし,06,06001,,,
06202_initial,06202,米沢市,よねざわし,06,06003,,,
06203_20051001,06203,鶴岡市,つるおかし,06,06004,,2005-10-01,
06203_initial,06203,鶴岡市,つるおかし,06,06004,,,2005-10-01
06204_20051101,06204,酒田市,さかたし,06,06004,,2005-11-01,
06204_initial,06204,酒田市,さかたし,06,06004,,,2005-11-01
06205_initial,06205,新庄市,しんじょうし,06,06002,,,
06206_initial,06206,寒河江市,さがえし,06,06001,,,
06207_initial,06207,上山市,かみのやまし,06,06001,,,
06208_initial,06208,村山市,むらやまし,06,06001,,,
06209_initial,06209,長井市,ながいし,06,06003,,,
06210_initial,06210,天童市,てんどうし,06,06001,,,
06211_initial,06211,東根市,ひがしねし,06,06001,,,
06212_initial,06212,尾花沢市,おばなざわし,06,06001,,,
06213_initial,06213,南陽市,なんようし,06,06003,,,
06301_initial,06301,山辺町,やまのべまち,06,06001,06006,,
06302_initial,06302,中山町,なかやままち,06,06001,06006,,
